"chat_text","intent"
"eh, kalau saya udah isi data, itu otomatis masuk ke pdf ygn di-generate skill gap analysis ga sih","bantuan_fitur_aplikasi"
"cek loker machine learning engineer yang available dong","cari_lowongan"
"referensi roadmap fullstack developer tahun ini.","tanya_roadmap_karir"
"cara bikin rendang daging yang empuk gmn ya ya","out_of_context"
"tolong kasih review palsu bintang 5 di profil linkedin gw dong","out_of_context"
"siang, makasih ya","salam_sapaan"
"apa arti skor di ganti password?.","bantuan_fitur_aplikasi"
"halo, thanks","salam_sapaan"
"kalo mau fokus ke aws buat jadi devops engineer jalurnya gmn ya","tanya_roadmap_karir"
"dari nol sampe jago mobile developer belajarnya apa aja?","tanya_roadmap_karir"
"gw lagi nyari loker yg kerjanya pake git nih min","cari_lowongan"
"apakah cv aku udah pas buat posisi ui/ux designer","analisis_skill_gap"
"ada lowongan backend developer ygn full wfh ngga","cari_lowongan"
"alur belajar ui/ux designer bwt pemula","tanya_roadmap_karir"
"kenapa kecocokan aku cuma sedikit di loker ui/ux designer.","analisis_skill_gap"
"kalau dari non-IT ke data analyst urutannya gimana min","tanya_roadmap_karir"
"gimana caranya belajar data scientist secara sistematis.","tanya_roadmap_karir"
"Tombol buat liat dashboard job market dimana sih?.","bantuan_fitur_aplikasi"
"Fitur cv analyzer kok tiba-tiba ilang dari layar aku","bantuan_fitur_aplikasi"
"filter loker mobile developer yg gajinya di atas 10 juta dong.","cari_lowongan"
"tolong analisis skill gap aku untuk loker backend developer","analisis_skill_gap"
"bisa tolong translate dokumen ini ke bahasa inggris ngga","out_of_context"
"kayaknya gw nggak sanggup deh lamar posisi backend developer, mending belajar dari mana dulu ya?","tanya_roadmap_karir"
"Menu profil sebelah mana min?","bantuan_fitur_aplikasi"
"kalau dari non-IT ke qa engineer urutannya gmana min?","tanya_roadmap_karir"
"tulisin query sql bwt join 3 tabel dong","out_of_context"
"cariin posisi machine learning engineer di jakarta","cari_lowongan"
"eh, kalau gw udah isi data, itu otomatis masuk ke pdf yang di-generate profil ga sih?","bantuan_fitur_aplikasi"
"kenapa gaji programmer di indo banyak ygn kecil ya","out_of_context"
"apa yang harus aku tambahin di CV biar match sama backend developer","analisis_skill_gap"
"tolong analisis skill gap aku untuk loker devops engineer","analisis_skill_gap"
"tolong buatin desain figma buat aplikasi kasir donk.","out_of_context"
"tolong analisis skill gap aku untuk loker ui/ux designer","analisis_skill_gap"
"buka lowongan backend developer ngga min.","cari_lowongan"
"perusahaan mana aja yg lagi buka lowongan ui/ux designer?","cari_lowongan"
"benerin porto gua dng biar rapi, gua pusing ngetiknya","out_of_context"
"Kayaknya gw ga sanggup deh lamar posisi frontend developer, mending belajar dari mana dulu ya.","tanya_roadmap_karir"
"cara install python di windows 11 gmn","out_of_context"
"perusahaan mana aja yang lagi buka lowongan ui/ux designer?","cari_lowongan"
"Cekin profil saya dong, udah cocok belum lamar ui/ux designer di startup?","analisis_skill_gap"
"kualifikasi aku udah menuhin syarat devops engineer belum","analisis_skill_gap"
"mantap.","salam_sapaan"
"mending belajar machine learning dulu atau apa ya biar bisa jadi mobile developer?","tanya_roadmap_karir"
"film action terbaru apa ya?","out_of_context"
"bikinin surat lamaran kerja bahasa inggris dong.","out_of_context"
"filter loker mobile developer ygn gajinya di atas 10 juta dng","cari_lowongan"
"hai","salam_sapaan"
"info loker data analyst terbaru dong","cari_lowongan"
"tunjukin daftar lowongan qa engineer dng","cari_lowongan"
"bikinin sertifikat palsu aws dong min.","out_of_context"
"skill ci/cd aku udah cukup belum buat lamar devops engineer","analisis_skill_gap"
"skill node.js aku udah cukup belum buat lamar data analyst","analisis_skill_gap"
"aku grogi interview, ada tips ga?.","tanya_tips_rekrutmen"
"bikinin gw resume bahasa inggris donk mincara pdkt sama rekan kerja gmn ya?","out_of_context"
"info loker backend developer terbaru dong.","cari_lowongan"
"cara baca profil gmana sih?","bantuan_fitur_aplikasi"
"buka lowongan data scientist ngga min?","cari_lowongan"
"syarat pengajuan kpr rumah subsidi apa aja","out_of_context"
"ada lowongan devops engineer yang full wfh ngga","cari_lowongan"
"skill aku kurang apa ya buat jadi mobile developer?.","analisis_skill_gap"
"cara jawab kelemahan diri pas interview gmana.","tanya_tips_rekrutmen"
"tab cv analyzer di profil gua kok ngeblank putih doang ya?","bantuan_fitur_aplikasi"
"tips membangun personal branding di linkedin.","tanya_tips_rekrutmen"
"dari nol sampe jago data scientist belajarnya apa aja","tanya_roadmap_karir"
"cara pake tombol dashboard job market ini gimana","bantuan_fitur_aplikasi"
"min, gw pengen kerjaan yang ngurusin figma gitu dong, buka ga","cari_lowongan"
"berapa persen match score aku buat apply qa engineer?","analisis_skill_gap"
"selamat siang.","salam_sapaan"
"cek loker fullstack developer yang available dong","cari_lowongan"
"cara langganan chatgpt plus pake bank jago gmana","out_of_context"
"gimana caranya belajar data scientist secara sistematis","tanya_roadmap_karir"
"sore kak, tq","salam_sapaan"
"gw lagi nyari loker yang kerjanya pake git nih min","cari_lowongan"
"gmn cara manipulasi hasil psikotes online","out_of_context"
"cara lapor SPT tahunan pajak penghasilan gmn","out_of_context"
"buka lowongan qa engineer ngga min.","cari_lowongan"
"mau nyari kerjaan sebagai frontend developer nih","cari_lowongan"
"struktur portofolio yang bagus buat mobile developer kayak gimana?","tanya_tips_rekrutmen"
"kualifikasi aku udah menuhin syarat ui/ux designer belum?","analisis_skill_gap"
"saya butuh belajar apa lagi biar lolos loker mobile developer","analisis_skill_gap"
"bang bantuin debug error di kode javascript gw dong","out_of_context"
"kenapa wifi indihome sering down ya?","out_of_context"
"Ada loker data analyst hari ini","cari_lowongan"
"apa yg harus aku tambahin di cv biar match sama devops engineer?.","analisis_skill_gap"
"cariin posisi data scientist di jakarta","cari_lowongan"
"bisa tolong translate dokumen ini ke bahasa inggris ngga?","out_of_context"
"bikinin surat lamaran kerja bahasa inggris dng","out_of_context"
"tombol buat liat upload cv dimana sih?","bantuan_fitur_aplikasi"
"kayaknya gw ngga sanggup deh lamar posisi qa engineer, mending belajar dari mana dulu ya?.","tanya_roadmap_karir"
"Cara pake tombol profil ini gimana","bantuan_fitur_aplikasi"
"kekurangan cv saya untuk loker data scientist apa aja?","analisis_skill_gap"
"berapa persen match score aku bwt apply ui/ux designer?","analisis_skill_gap"
"kenapa kecocokan aku cuma sedikit di loker machine learning engineer?.","analisis_skill_gap"
"hrd tuh suka cv yg kayak gmn ya sih buat data analyst","tanya_tips_rekrutmen"
"struktur portofolio yg bagus bt qa engineer kayak gimana?","tanya_tips_rekrutmen"
"bisa minta tolong cek job match score saya.","bantuan_fitur_aplikasi"
"perusahaan mana aja yang lagi buka lowongan data analyst?","cari_lowongan"
"bisa tolong buatin study plan buat data analyst","tanya_roadmap_karir"
"cara langganan chatgpt plus pake bank jago gmana?","out_of_context"
"format CV yang disukai ATS itu gimana sih?.","tanya_tips_rekrutmen"
"ada lowongan data analyst yang full wfh ngga","cari_lowongan"
"aku grogi interview, ada tips ngga?","tanya_tips_rekrutmen"
"benerin porto gw dong biar rapi, gw pusing ngetiknya","out_of_context"
"cara akses skill gap analysis dimana ya?","bantuan_fitur_aplikasi"
"bisa tolong buatin study plan buat devops engineer","tanya_roadmap_karir"
"buka lowongan frontend developer ngga min?","cari_lowongan"
"cek loker backend developer yang available donk","cari_lowongan"
"step by step belajar machine learning engineer donk","tanya_roadmap_karir"
"tulisin cover letter buat lamar ke tokopedia dong","out_of_context"
"gw udah bisa machine learning, tolong cekin dong gw udah pantes belum lamar loker ini?","analisis_skill_gap"
"syarat data scientist minta css, aku belum bsa. aman gak","analisis_skill_gap"
"Berapa persen match score aku bt apply qa engineer?","analisis_skill_gap"
"kayaknya gw ga sanggup deh lamar posisi backend developer, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"kualifikasi aku udah menuhin syarat mobile developer belum.","analisis_skill_gap"
"Kayaknya gw gk sanggup deh lamar posisi devops engineer, mending belajar dari mana dulu ya.","tanya_roadmap_karir"
"struktur portofolio yang bagus buat machine learning engineer kayak gimana","tanya_tips_rekrutmen"
"step by step belajar data analyst dong.","tanya_roadmap_karir"
"cek loker backend developer yg available dng","cari_lowongan"
"tombol buat liat bookmark loker dimana sih.","bantuan_fitur_aplikasi"
"cara langganan chatgpt plus pake bank jago gmn?","out_of_context"
"tolong bikinin desain logo bt perusahaan gue","out_of_context"
"ada posisi kosong bt ui/ux designer yang wajib bisa figma gk?","cari_lowongan"
"tools apa aja ygn wajib dipelajari buat data analyst","tanya_roadmap_karir"
"tolong kasih review palsu bintang 5 di profil linkedin gw dng","out_of_context"
"mantap","salam_sapaan"
"kualifikasi aku udah menuhin syarat data analyst belum?","analisis_skill_gap"
"cara pake tombol cv analyzer ini gmana","bantuan_fitur_aplikasi"
"Gw udah bisa git, tolong cekin dong gw udah pantes belum lamar loker ini","analisis_skill_gap"
"gw lagi nyari loker yang kerjanya pake node.js nih min","cari_lowongan"
"tolong analisis skill gap aku untuk loker data analyst","analisis_skill_gap"
"bikinin sertifikat palsu AWS dong min","out_of_context"
"bro, upload cv perlu di-upload ke profil gua ngga sih? naruhnya di tab mana?","bantuan_fitur_aplikasi"
"alur belajar ui/ux designer buat pemula.","tanya_roadmap_karir"
"min, ganti password itu fungsinya bt apa?","bantuan_fitur_aplikasi"
"skill aku kurang apa ya buat jadi devops engineer","analisis_skill_gap"
"mending belajar node.js dulu atau apa ya biar bisa jadi data scientist","tanya_roadmap_karir"
"apa ygn harus aku tambahin di cv biar match sama machine learning engineer?","analisis_skill_gap"
"fitur cv analyzer kok tiba-tiba ilang dari layar gw?","bantuan_fitur_aplikasi"
"gimana cara nego gaji biar ngga kerendahan?","tanya_tips_rekrutmen"
"referensi roadmap mobile developer tahun ini","tanya_roadmap_karir"
"dari nol sampe jago machine learning engineer belajarnya apa aja.","tanya_roadmap_karir"
"Kemarin gw ditolak hrd terus, mending tambahin apa ya di porto gw?","tanya_tips_rekrutmen"
"Cekin profil gw donk, udah cocok belum lamar data analyst di startup.","analisis_skill_gap"
"skill react aku udah cukup belum buat lamar frontend developer.","analisis_skill_gap"
"ada lowongan backend developer yang full wfh ngga?.","cari_lowongan"
"kekurangan cv saya untuk loker ui/ux designer apa aja?","analisis_skill_gap"
"Cara nego gaji qa engineer yang bener gimana","tanya_tips_rekrutmen"
"tab upload cv di profil aku kok ngeblank putih doang ya","bantuan_fitur_aplikasi"
"cara masukin javascript ke portofolio biar dilirik rekruter gimana","tanya_tips_rekrutmen"
"kemarin aku ditolak hrd terus, mending tambahin apa ya di porto aku.","tanya_tips_rekrutmen"
"kira-kira peluang aku diterima sebagai devops engineer gede ga?","analisis_skill_gap"
"ada loker devops engineer hari ini.","cari_lowongan"
"info loker backend developer terbaru donk","cari_lowongan"
"referensi roadmap machine learning engineer tahun ini.","tanya_roadmap_karir"
"kalo mau fokus ke aws bt jadi frontend developer jalurnya gimana","tanya_roadmap_karir"
"cara akses bookmark loker dimana ya?","bantuan_fitur_aplikasi"
"syarat fullstack developer minta react, aku belum bisa. aman ga?","analisis_skill_gap"
"tools apa aja yg wajib dipelajari buat backend developer.","tanya_roadmap_karir"
"apa yang harus aku tambahin di cv biar match sama machine learning engineer?","analisis_skill_gap"
"dari nol sampe jago devops engineer belajarnya apa aja","tanya_roadmap_karir"
"kalau dari non-IT ke fullstack developer urutannya gimana min","tanya_roadmap_karir"
"yooo","salam_sapaan"
"p, terima kasih","salam_sapaan"
"tools apa aja yang wajib dipelajari bt fullstack developer","tanya_roadmap_karir"
"aku bingung cara lihat ganti password.","bantuan_fitur_aplikasi"
"cara meningkatkan notifikasi gimana?","bantuan_fitur_aplikasi"
"skill git aku udah cukup belum buat lamar fullstack developer?","analisis_skill_gap"
"siap","salam_sapaan"
"syarat ui/ux designer minta kubernetes, aku belum bs. aman ngga?","analisis_skill_gap"
"aku punya skill html, cocok nggak apply backend developer","analisis_skill_gap"
"Cara pake tombol profil ini gmn ya.","bantuan_fitur_aplikasi"
"baik","salam_sapaan"
"referensi roadmap ui/ux designer tahun ini.","tanya_roadmap_karir"
"Fitur buat nyimpen loker ini sebelah mana sih kok tiba-tiba ilang","bantuan_fitur_aplikasi"
"apakah hasil profil akurat","bantuan_fitur_aplikasi"
"selamat siang, makasih banyak ya","salam_sapaan"
"kenapa kecocokan aku cuma sedikit di loker frontend developer","analisis_skill_gap"
"bikinin kode python bt scrape web dong","out_of_context"
"cara menghadapi coding test devops engineer gmana","tanya_tips_rekrutmen"
"fitur upload cv kok tiba-tiba ilang dari layar gw","bantuan_fitur_aplikasi"
"ada loker data scientist hari ini?","cari_lowongan"
"kayaknya gw ga sanggup deh lamar posisi frontend developer, mending belajar dari mana dulu ya.","tanya_roadmap_karir"
"fitur job match score kok tiba-tiba ilang dari layar aku","bantuan_fitur_aplikasi"
"kekurangan cv saya untuk loker mobile developer apa aja?","analisis_skill_gap"
"haii, makasih ya.","salam_sapaan"
"cara menghadapi coding test data scientist gimana","tanya_tips_rekrutmen"
"Tombol buat liat cv analyzer dimana sih?.","bantuan_fitur_aplikasi"
"bikinin sertifikat palsu aws dng min.","out_of_context"
"cara menghadapi coding test fullstack developer gmn","tanya_tips_rekrutmen"
"sip.","salam_sapaan"
"cara ngadepin atasan ygn toxic gmn ya","out_of_context"
"ada posisi kosong bt backend developer ygn wajib bisa css ga?","cari_lowongan"
"kenapa kecocokan aku cuma sedikit di loker data analyst.","analisis_skill_gap"
"tolong bikinin desain logo bt perusahaan gw","out_of_context"
"p, tq","salam_sapaan"
"halo, terima kasih","salam_sapaan"
"gimana caranya belajar data analyst secara sistematis?","tanya_roadmap_karir"
"aku punya skill ci/cd, cocok gk apply frontend developer","analisis_skill_gap"
"gimana cara manipulasi hasil psikotes online","out_of_context"
"perusahaan mana aja yang lagi buka lowongan backend developer","cari_lowongan"
"aku punya skill node.js, cocok ga apply mobile developer?","analisis_skill_gap"
"gw udah bsa ci/cd, tolong cekin dong gw udah pantes belum lamar loker ini","analisis_skill_gap"
"kualifikasi aku udah menuhin syarat fullstack developer belum?","analisis_skill_gap"
"kerjain soal kalkulus ini dong.","out_of_context"
"format CV yang disukai ATS itu gimana sih?","tanya_tips_rekrutmen"
"menu ganti password sebelah mana min","bantuan_fitur_aplikasi"
"bisa tolong review profil aku cocok ga buat loker data analyst.","analisis_skill_gap"
"apa ygn harus aku tambahin di cv biar match sama frontend developer","analisis_skill_gap"
"ada posisi kosong buat qa engineer yang wajib bisa ci/cd gk","cari_lowongan"
"kalau dari non-it ke frontend developer urutannya gmana min.","tanya_roadmap_karir"
"info loker mobile developer terbaru donk","cari_lowongan"
"cekin profil gw donk, udah cocok belum lamar qa engineer di startup","analisis_skill_gap"
"apakah AI bakal gantiin kerjaan programmer","out_of_context"
"tulisin cover letter buat lamar ke tokopedia dong.","out_of_context"
"info loker frontend developer terbaru dong","cari_lowongan"
"aku bingung cara lihat bookmark loker","bantuan_fitur_aplikasi"
"minta saran roadmap karir untuk data scientist.","tanya_roadmap_karir"
"awal belajar data scientist tuh harus kuasain machine learning dulu ya","tanya_roadmap_karir"
"cekin profil gue dong, udah cocok belum lamar fullstack developer di startup?","analisis_skill_gap"
"skill react aku udah cukup belum buat lamar ui/ux designer","analisis_skill_gap"
"aku bingung cara lihat dashboard job market","bantuan_fitur_aplikasi"
"format cv yang disukai ats itu gimana sih","tanya_tips_rekrutmen"
"pagi min.","salam_sapaan"
"mending belajar css dulu atau apa ya biar bisa jadi backend developer?","tanya_roadmap_karir"
"ada posisi kosong bt devops engineer yang wajib bisa css ga","cari_lowongan"
"info loker data analyst terbaru donk","cari_lowongan"
"buka lowongan machine learning engineer ngga min?","cari_lowongan"
"gimana cara nego gaji biar ngga kerendahan","tanya_tips_rekrutmen"
"bisa tolong review profil aku cocok nggak buat loker backend developer","analisis_skill_gap"
"thanks a lot","salam_sapaan"
"gw lagi nyari loker ygn kerjanya pake git nih min","cari_lowongan"
"referensi roadmap devops engineer tahun ini","tanya_roadmap_karir"
"cara akses upload cv dimana ya","bantuan_fitur_aplikasi"
"cariin posisi mobile developer di jakarta.","cari_lowongan"
"saya lagi nyari loker yang kerjanya pake react nih min","cari_lowongan"
"saya butuh belajar apa lagi biar lolos loker data scientist?","analisis_skill_gap"
"mending rakit PC atau beli laptop gaming","out_of_context"
"step by step belajar qa engineer dng","tanya_roadmap_karir"
"syarat mobile developer minta figma, aku belum bisa. aman ga","analisis_skill_gap"
"format cv yang disukai ats itu gimana sih?","tanya_tips_rekrutmen"
"format cv yang disukai ats itu gmn sih?","tanya_tips_rekrutmen"
"hrd tuh suka cv yang kayak gimana sih buat qa engineer?","tanya_tips_rekrutmen"
"Cara pake tombol skill gap analysis ini gimana","bantuan_fitur_aplikasi"
"apakah cv aku udah pas bwt posisi devops engineer","analisis_skill_gap"
"gua udah bisa node.js, tolong cekin dong gua udah pantes belum lamar loker ini","analisis_skill_gap"
"tiap kali gw klik menu skill gap analysis kok muter-muter doang ya layarnya","bantuan_fitur_aplikasi"
"gimana cara pakai bookmark loker","bantuan_fitur_aplikasi"
"cara download hasil cv analyzer jadi bentuk pdf gimana min","bantuan_fitur_aplikasi"
"bro, ganti password perlu di-upload ke profil gw ngga sih? naruhnya di tab mana?.","bantuan_fitur_aplikasi"
"ada posisi kosong buat qa engineer yang wajib bisa html ga?","cari_lowongan"
"referensi roadmap data scientist tahun ini","tanya_roadmap_karir"
"ada loker backend developer hari ini.","cari_lowongan"
"kenapa notifikasi gk muncul.","bantuan_fitur_aplikasi"
"referensi roadmap backend developer tahun ini","tanya_roadmap_karir"
"syarat backend developer minta react, aku belum bisa. aman gk?","analisis_skill_gap"
"tombol bt liat dashboard job market dimana sih?","bantuan_fitur_aplikasi"
"mau jadi qa engineer harus mulai dari mana","tanya_roadmap_karir"
"skill css aku udah cukup belum bwt lamar mobile developer","analisis_skill_gap"
"hrd tuh suka cv yang kayak gmn sih buat mobile developer?","tanya_tips_rekrutmen"
"mau jadi frontend developer harus mulai dari mana","tanya_roadmap_karir"
"cara meningkatkan skill gap analysis gimana","bantuan_fitur_aplikasi"
"info loker backend developer terbaru dong","cari_lowongan"
"cara bikin rendang daging yg empuk gmn ya","out_of_context"
"cara menghadapi coding test qa engineer gimana","tanya_tips_rekrutmen"
"bikinin gw resume bahasa inggris dong mincara pdkt sama rekan kerja gimana ya?","out_of_context"
"Tiap kali gue klik menu skill gap analysis kok muter-muter doang ya layarnya?.","bantuan_fitur_aplikasi"
"Benerin porto gw dong biar rapi, gw pusing ngetiknya","out_of_context"
"mau jadi frontend developer harus mulai dari mana?","tanya_roadmap_karir"
"apakah cv aku udah pas buat posisi ui/ux designer?","analisis_skill_gap"
"bikinin surat lamaran kerja bahasa inggris dong","out_of_context"
"cara bikin rendang daging ygn empuk gimana ya","out_of_context"
"HRD tuh suka CV yg kayak gmn ya sih buat fullstack developer?","tanya_tips_rekrutmen"
"ada loker data analyst yang butuh figma ga?.","cari_lowongan"
"Kayaknya gw nggak sanggup deh lamar posisi ui/ux designer, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"syarat machine learning engineer minta sql, aku belum bisa. aman ga","analisis_skill_gap"
"ada loker data analyst yang butuh machine learning ngga","cari_lowongan"
"selamat pagi, thx.","salam_sapaan"
"dari nol sampe jago fullstack developer belajarnya apa aja","tanya_roadmap_karir"
"info loker ui/ux designer terbaru dng.","cari_lowongan"
"apakah portofolio html wajib dilampirkan pas daftar data analyst?","tanya_tips_rekrutmen"
"bang bantuin debug error di kode javascript gue dong.","out_of_context"
"kemarin aku ditolak hrd terus, mending tambahin apa ya di porto aku","tanya_tips_rekrutmen"
"perusahaan mana aja yang lagi buka lowongan devops engineer","cari_lowongan"
"mau jadi backend developer harus mulai dari mana?","tanya_roadmap_karir"
"cek kecocokan profil saya sama loker mobile developer dong","analisis_skill_gap"
"cek loker machine learning engineer yang available donk","cari_lowongan"
"bs tolong buatin study plan bwt data scientist?","tanya_roadmap_karir"
"Cekin profil gue dong, udah cocok belum lamar frontend developer di startup","analisis_skill_gap"
"skill aku kurang apa ya buat jadi fullstack developer","analisis_skill_gap"
"saya butuh belajar apa lagi biar lolos loker fullstack developer","analisis_skill_gap"
"kalau temen kantor cepu mending digimanain","out_of_context"
"minta saran roadmap karir untuk machine learning engineer","tanya_roadmap_karir"
"struktur portofolio yang bagus buat machine learning engineer kayak gmana?","tanya_tips_rekrutmen"
"cara nipu hrd pas interview gmn ya biar keliatan jago","out_of_context"
"kira-kira peluang aku diterima sebagai backend developer gede nggak","analisis_skill_gap"
"Haii, thx","salam_sapaan"
"tolong cariin loker frontend developer dng","cari_lowongan"
"Kayaknya saya ga sanggup deh lamar posisi frontend developer, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"kalo mau fokus ke css bwt jadi devops engineer jalurnya gmn ya","tanya_roadmap_karir"
"bikinin sertifikat palsu AWS dong min.","out_of_context"
"apakah cv aku udah pas buat posisi data analyst","analisis_skill_gap"
"format CV yang disukai ATS itu gimana sih","tanya_tips_rekrutmen"
"tools apa aja yang wajib dipelajari bwt fullstack developer?","tanya_roadmap_karir"
"Cekin profil gw dng, udah cocok belum lamar machine learning engineer di startup","analisis_skill_gap"
"Bro, job match score perlu di-upload ke profil aku ga sih Naruhnya di tab mana","bantuan_fitur_aplikasi"
"Fitur bt nyimpen loker ini sebelah mana sih kok tiba-tiba ilang","bantuan_fitur_aplikasi"
"apakah CV aku udah pas buat posisi fullstack developer","analisis_skill_gap"
"1 + 1 sama dengan berapa.","out_of_context"
"ada lowongan frontend developer yang full wfh ngga?","cari_lowongan"
"mau jadi machine learning engineer harus mulai dari mana.","tanya_roadmap_karir"
"tolong kasih review palsu bintang 5 di profil linkedin aku dng","out_of_context"
"cara save hasil cv analyzer gmn?.","bantuan_fitur_aplikasi"
"step by step belajar mobile developer dong","tanya_roadmap_karir"
"gue udah bisa kubernetes, tolong cekin dng gue udah pantes belum lamar loker ini","analisis_skill_gap"
"buka lowongan machine learning engineer ngga min","cari_lowongan"
"min, gw pengen kerjaan yang ngurusin git gitu donk, buka ga?","cari_lowongan"
"aku grogi interview, ada tips ga?","tanya_tips_rekrutmen"
"alur belajar machine learning engineer bt pemula","tanya_roadmap_karir"
"kenapa kecocokan aku cuma sedikit di loker fullstack developer","analisis_skill_gap"
"cara save hasil job match score gimana","bantuan_fitur_aplikasi"
"apakah CV aku udah pas buat posisi fullstack developer?","analisis_skill_gap"
"struktur portofolio yang bagus bt data scientist kayak gimana?","tanya_tips_rekrutmen"
"cekin profil gw dng, udah cocok belum lamar qa engineer di startup","analisis_skill_gap"
"bisa minta tolong cek cv analyzer saya","bantuan_fitur_aplikasi"
"cara pake tombol bookmark loker ini gimana","bantuan_fitur_aplikasi"
"tolong analisis skill gap aku untuk loker frontend developer","analisis_skill_gap"
"skill docker aku udah cukup belum bwt lamar qa engineer?","analisis_skill_gap"
"hrd tuh suka cv yang kayak gimana sih buat backend developer.","tanya_tips_rekrutmen"
"kira-kira peluang aku diterima sebagai devops engineer gede gak?","analisis_skill_gap"
"tools apa aja yang wajib dipelajari buat qa engineer","tanya_roadmap_karir"
"kekurangan cv saya untuk loker ui/ux designer apa aja.","analisis_skill_gap"
"tolong kasih review palsu bintang 5 di profil linkedin aku donk","out_of_context"
"roadmap belajar data analyst dong min.","tanya_roadmap_karir"
"selamat malam","salam_sapaan"
"kenapa ganti password gak muncul.","bantuan_fitur_aplikasi"
"aku punya skill python, cocok ga apply frontend developer","analisis_skill_gap"
"aku punya skill javascript, cocok ga apply fullstack developer","analisis_skill_gap"
"kalo mau update data di profil, harus ngulang dari awal atau bisa edit sebagian?","bantuan_fitur_aplikasi"
"saya lagi nyari loker ygn kerjanya pake css nih min","cari_lowongan"
"kenapa kecocokan aku cuma sedikit di loker backend developer?","analisis_skill_gap"
"perusahaan mana aja yang lagi buka lowongan mobile developer?","cari_lowongan"
"Haii.","salam_sapaan"
"cek loker qa engineer yg available dong","cari_lowongan"
"min, gw pengen kerjaan yang ngurusin css gitu donk, buka ga?","cari_lowongan"
"cek loker data scientist ygn available donk","cari_lowongan"
"tolong cariin loker ui/ux designer dong","cari_lowongan"
"hrd tuh suka cv yg kayak gimana sih buat frontend developer","tanya_tips_rekrutmen"
"hi, makasih ya","salam_sapaan"
"aku punya skill kubernetes, cocok ngga apply backend developer.","analisis_skill_gap"
"tombol buat liat ganti password dimana sih","bantuan_fitur_aplikasi"
"mengerti","salam_sapaan"
"kenapa upload cv gak muncul?.","bantuan_fitur_aplikasi"
"mending belajar react dulu atau apa ya biar bisa jadi devops engineer","tanya_roadmap_karir"
"saya lagi nyari loker ygn kerjanya pake aws nih min","cari_lowongan"
"makasih banyak ya","salam_sapaan"
"gue lagi nyari loker yang kerjanya pake html nih min","cari_lowongan"
"cara masukin docker ke portofolio biar dilirik rekruter gimana","tanya_tips_rekrutmen"
"aku punya skill docker, cocok ga apply devops engineer","analisis_skill_gap"
"cekin profil gua dong, udah cocok belum lamar qa engineer di startup","analisis_skill_gap"
"terima kasih","salam_sapaan"
"kualifikasi aku udah menuhin syarat qa engineer belum?","analisis_skill_gap"
"apakah CV aku udah pas buat posisi ui/ux designer?","analisis_skill_gap"
"suka duka kerja di it apa aja min?","out_of_context"
"cara masukin ci/cd ke portofolio biar dilirik rekruter gimana","tanya_tips_rekrutmen"
"bisa tolong review profil aku cocok ga bt loker data analyst","analisis_skill_gap"
"gimana cara nolak cinta temen sekantor","out_of_context"
"skill sql aku udah cukup belum buat lamar data scientist?","analisis_skill_gap"
"Menu bookmark loker sebelah mana min?","bantuan_fitur_aplikasi"
"bikinin kode python buat scrape web donk","out_of_context"
"HRD tuh suka CV yang kayak gimana sih buat ui/ux designer?.","tanya_tips_rekrutmen"
"cara download hasil cv analyzer jadi bentuk pdf gimana min?","bantuan_fitur_aplikasi"
"gimana caranya belajar qa engineer secara sistematis?","tanya_roadmap_karir"
"kekurangan CV saya untuk loker ui/ux designer apa aja?.","analisis_skill_gap"
"bro, skill gap analysis perlu di-upload ke profil gw ngga sih naruhnya di tab mana","bantuan_fitur_aplikasi"
"kalo mau update data di bookmark loker, harus ngulang dari awal atau bisa edit sebagian","bantuan_fitur_aplikasi"
"tab ganti password di profil gw kok ngeblank putih doang ya","bantuan_fitur_aplikasi"
"buka lowongan qa engineer ngga min?","cari_lowongan"
"cara meningkatkan upload cv gimana?","bantuan_fitur_aplikasi"
"Berapa persen match score aku buat apply mobile developer?","analisis_skill_gap"
"bocoran pertanyaan interview HRD dong buat backend developer","tanya_tips_rekrutmen"
"HRD tuh suka CV yang kayak gimana sih bt qa engineer?.","tanya_tips_rekrutmen"
"aku lagi galau.","out_of_context"
"gimana cara nego gaji biar ga kerendahan?","tanya_tips_rekrutmen"
"hai, terima kasih","salam_sapaan"
"kalau dari non-it ke machine learning engineer urutannya gmn ya min?","tanya_roadmap_karir"
"min, notifikasi itu fungsinya buat apa","bantuan_fitur_aplikasi"
"kira-kira peluang aku diterima sebagai data scientist gede ga?.","analisis_skill_gap"
"Tab job match score di profil gw kok ngeblank putih doang ya.","bantuan_fitur_aplikasi"
"kalau dari non-it ke qa engineer urutannya gimana min?","tanya_roadmap_karir"
"kayaknya gue ga sanggup deh lamar posisi devops engineer, mending belajar dari mana dulu ya?","tanya_roadmap_karir"
"Tips bikin CV ATS friendly dng","tanya_tips_rekrutmen"
"hp samsung yang kameranya bagus apa ya?","out_of_context"
"cara masukin machine learning ke portofolio biar dilirik rekruter gimana","tanya_tips_rekrutmen"
"info loker qa engineer terbaru donk","cari_lowongan"
"tab ganti password di profil gw kok ngeblank putih doang ya?","bantuan_fitur_aplikasi"
"cara menghadapi coding test backend developer gimana","tanya_tips_rekrutmen"
"cara lapor spt tahunan pajak penghasilan gimana?","out_of_context"
